Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
521161,,SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,Active,X ,10.00,INE456D01010,Textiles,Equity
521163,,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,Active,B ,10.00,INE206B01013,Other Apparels & Accessories,Equity
521178,,SRMCL,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,Active,X ,10.00,INE306D01017,Textiles,Equity
521180,,SUPERSPIN,SUPER SPINNING MILLS LTD.,Active,B ,1.00,INE662A01027,Textiles,Equity
521182,,SEASONF,SEASONS FURNISHINGS LTD.,Active,XT,10.00,INE454D01015,Comm.Trading  & Distribution,Equity
521188,,UNITEDTE,UNITED TEXTILES LTD.,Active,XT,10.00,INE727E01012,Textiles,Equity
521194,,SILINV,SIL INVESTMENTS LTD.,Active,B ,10.00,INE923A01015,Other Financial Services,Equity
521200,,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,Active,B ,10.00,INE713B01026,Textiles,Equity
521206,,SAMTEX,SAMTEX FASHIONS LTD.-$,Active,XT,2.00,INE931D01020,Other Apparels & Accessories,Equity
521210,,CITYMAN,CITYMAN LTD.,Active,XT,10.00,INE117C01010,Other Apparels & Accessories,Equity
521216,,DHANROTO,DHANALAXMI ROTO SPINNERS LTD.,Active,X ,10.00,INE220C01012,Textiles,Equity
521220,,DAMOINDUS,DAMODAR INDUSTRIES LTD.-$,Active,B ,5.00,INE497D01022,Textiles,Equity
521222,,SANBLUE,SANBLUE CORPORATION LTD.,Active,X ,10.00,INE602D01027,Other Apparels & Accessories,Equity
521226,,UNIROYAL,UNIROYAL INDUSTRIES LTD.,Active,XT,10.00,INE980D01019,Textiles,Equity
521228,,TATIAGLOB,TATIA GLOBAL VENNTURE LTD.,Active,XT,1.00,INE083G01031,Other Apparels & Accessories,Equity
521232,,SUNILTX,SUNIL INDUSTRIES LTD.,Active,P ,10.00,INE124M01015,Comm.Trading  & Distribution,Equity
521234,,SRINACHA,SRI NACHAMMAI COTTON MILLS LTD.-$,Active,XT,10.00,INE443E01016,Textiles,Equity
521240,,SAMBANDAM,SAMBANDAM SPINNING MILLS LTD.-$,Active,XT,10.00,INE304D01012,Textiles,Equity
521242,,KANDAGIRI,KANDAGIRI SPINNING MILLS LTD.-$,Active,X ,10.00,INE292D01019,Textiles,Equity
521244,,CHITRTX,CHITRADURGA SPINTEX LTD.,Active,XT,10.00,INE676G01024,Textiles,Equity
521248,,KITEX,KITEX GARMENTS LTD.,Active,A ,1.00,INE602G01020,Other Apparels & Accessories,Equity
522001,,CRANEX,CRANEX LTD.,Active,X ,10.00,INE608B01010,Commercial Vehicles,Equity
522004,,BATLIBOI,BATLIBOI LTD.-$,Active,X ,5.00,INE177C01022,Industrial Machinery,Equity
522005,,AUSTENG,AUSTIN ENGINEERING CO.LTD.,Active,X ,10.00,INE759F01012,Industrial Machinery,Equity
522014,,UNIDT,UNITED DRILLING TOOLS LTD.,Active,B ,10.00,INE961D01019,Other Industrial Goods,Equity
522017,,FLUIDOM,FLUIDOMAT LTD.,Active,X ,10.00,INE459C01016,Other Elect.Equip./ Prod.,Equity
522027,,EMAINDIA,EMA INDIA LTD.,Active,XT,10.00,INE279D01016,Industrial Machinery,Equity
522029,,WINDMACHIN,WINDSOR MACHINES LTD.,Active,B ,2.00,INE052A01021,Industrial Machinery,Equity
522034,,SHANTIGEAR,SHANTHI GEARS LTD.,Active,B ,1.00,INE631A01022,Auto Parts & Equipment,Equity
522036,,MIVENMACH,MIVEN MACHINE TOOLS LTD.,Active,X ,10.00,INE338P01014,Other Industrial Goods,Equity
522064,,HONDAPOWER,Honda India Power Products Ltd,Active,A ,10.00,INE634A01018,Industrial Machinery,Equity
522073,,HITECHGEAR,The Hi-Tech Gears Ltd,Active,B ,10.00,INE127B01011,Auto Parts & Equipment,Equity
522074,,ELGIEQUIP,ELGI EQUIPMENTS LTD.,Active,A ,1.00,INE285A01027,Industrial Machinery,Equity
522091,,UVDRHOR,UNITED VAN DER HORST LTD.,Active,X ,10.00,INE890G01013,Heavy Electrical Equipment,Equity
522101,,KLBRENG-B,KILBURN ENGINEERING LTD.,Active,X ,10.00,INE338F01015,Industrial Machinery,Equity
522105,,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,Active,X ,2.00,INE372E01025,Industrial Machinery,Equity
522108,,YUKEN,YUKEN INDIA LTD.-$,Active,X ,10.00,INE384C01016,Auto Parts & Equipment,Equity
522113,,TIMKEN,TIMKEN INDIA LTD.,Active,A ,10.00,INE325A01013,Industrial Machinery,Equity
522122,,VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$,Active,X ,10.00,INE285C01015,Textiles,Equity
522134,,ARTSONEN,ARTSON ENGINEERING LTD.,Active,X ,1.00,INE133D01023,Industrial Machinery,Equity
522152,,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,Active,X ,10.00,INE410A01013,Industrial Machinery,Equity
522163,,DIAPOWER,Diamond Power Infrastructure Limited-$,Active,Z ,10.00,INE989C01012,Other Elect.Equip./ Prod.,Equity
522165,,INDSILHYD,INDSIL HYDRO POWER AND MANGANESE LTD.-$,Active,XT,10.00,INE867D01018,Iron & Steel/Interm.Products,Equity
522171,,TMTIND-B1,TMT (INDIA) LTD.,Active,XT,10.00,INE182E01010,Industrial Machinery,Equity
522183,,ITL,ITL INDUSTRIES LTD.-$,Active,X ,10.00,INE478D01014,Industrial Machinery,Equity
522195,,FRONTSP,FRONTIER SPRINGS LTD.,Active,X ,10.00,INE572D01014,Auto Parts & Equipment,Equity
522205,,PRAJIND,PRAJ INDUSTRIES LTD.,Active,A ,2.00,INE074A01025,Construction & Engineering,Equity
522207,,RASANDIK,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,Active,XT,10.00,INE682D01011,Auto Parts & Equipment,Equity
522209,,YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,Active,XT,10.00,INE429B01011,Other Financial Services,Equity
522215,,HLEGLAS,HLE Glascoat Ltd,Active,B ,10.00,INE461D01010,Industrial Machinery,Equity
522217,,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,Active,B ,10.00,INE826C01016,Commercial Vehicles,Equity
522229,,TANAA,TANEJA AEROSPACE & AVIATION LTD.-$,Active,X ,5.00,INE692C01020,Aerospace,Equity
522231,,CONART,CONART ENGINEERS LTD.-$,Active,X ,10.00,INE714D01012,Construction & Engineering,Equity
522237,,SHIVAGR,SHIVAGRICO IMPLEMENTS LTD.,Active,XT,10.00,INE092H01014,Industrial Machinery,Equity
522241,,MMFL,M.M.FORGINGS LTD.-$,Active,B ,10.00,INE227C01017,Other Industrial Products,Equity
522245,,IYKOTHITE,IYKOT HITECH TOOLROOM LTD.,Active,Z ,5.00,INE079L01013,Other Industrial Goods,Equity
522249,,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,Active,A ,5.00,INE040D01038,Textiles,Equity
522251,,CENLUB,CENLUB INDUSTRIES LTD.,Active,X ,10.00,INE627F01011,Industrial Machinery,Equity
522257,,RAJOOENG,RAJOO ENGINEERS LTD.-$,Active,X ,1.00,INE535F01024,Industrial Machinery,Equity
522263,,JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$,Active,A ,2.00,INE890A01024,Construction & Engineering,Equity
522267,,VJLAXMIE,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,Active,XT,10.00,INE466D01019,Industrial Machinery,Equity
522273,,AHMDSTE,AHMEDABAD STEELCRAFT LTD.,Active,X ,10.00,INE868C01018,Iron & Steel/Interm.Products,Equity
522275,,GET&D,GE T&D India Ltd,Active,A ,2.00,INE200A01026,Electric Utilities,Equity
522281,,RAMRAT,RAM RATNA WIRES LTD.-$,Active,X ,5.00,INE207E01023,Other Elect.Equip./ Prod.,Equity
522285,,JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.,Active,B ,10.00,INE854B01010,Iron & Steel/Interm.Products,Equity
522287,,KALPATPOWR,KALPATARU POWER TRANSMISSION LTD.,Active,A ,2.00,INE220B01022,Heavy Electrical Equipment,Equity
522289,,NMSRESRC,NMS Resources Global Ltd,Active,XT,10.00,INE169F01014,Comm.Trading  & Distribution,Equity
522292,,CHANDNI,Chandni Textiles Engineering Ind. Ltd,Active,X ,10.00,INE713D01055,Textiles,Equity
522294,,TIGLOB,T & I GLOBAL LTD.,Active,X ,10.00,INE811B01010,Industrial Machinery,Equity
522295,,CONTROLPR,CONTROL PRINT LTD.-$,Active,B ,10.00,INE663B01015,Containers & Packaging,Equity
522650,,BEMHY,BEMCO HYDRAULICS LTD.,Active,X ,10.00,INE142E01014,Other Industrial Goods,Equity
523007,,ANSALBU,ANSAL BUILDWELL LTD.-$,Active,X ,10.00,INE030C01015,Realty,Equity
523011,,WEIZMANIND,WEIZMANN LTD.,Active,B ,10.00,INE080A01014,Comm.Trading  & Distribution,Equity
523019,,BNRSEC,B.N.RATHI SECURITIES LTD.,Active,X ,10.00,INE710D01010,Other Financial Services,Equity
523021,,RISHITECH,RISHI TECHTEX LTD.,Active,XT,10.00,INE989D01010,Containers & Packaging,Equity
523023,,SINCLAIR,SINCLAIRS HOTELS LTD.-$,Active,X ,2.00,INE985A01022,Hotels,Equity
523025,,SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.,Active,A ,2.00,INE429E01023,Other Apparels & Accessories,Equity
523054,,ZBINTXPP,BINAYAK TEX PROCESSORS LTD.,Active,XT,10.00,INE626H01019,Textiles,Equity
523062,,JJFINCOR,J.J.FINANCE CORPORATION LTD.,Active,XT,10.00,INE584C01011,Finance (including NBFCs),Equity
523100,,COSMOFE,COSMO FERRITES LTD.-$,Active,XT,10.00,INE124B01018,Iron & Steel/Interm.Products,Equity
523105,,ZPPOLYSA,PLANTER POLYSACKS LTD.,Active,XT,10.00,INE293E01023,Containers & Packaging,Equity
523113,,FUTURSEC,FUTURISTIC SECURITIES LTD.,Active,XT,10.00,INE425D01015,Finance (including NBFCs),Equity
523116,,SANCTRN,SANCO TRANS LTD.,Active,X ,10.00,INE391G01012,Transport Related Services,Equity
523120,,ADORMUL,ADOR MULTIPRODUCTS LTD.,Active,X ,10.00,INE628D01014,Personal Products,Equity
523127,,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,Active,B ,10.00,INE276C01014,Hotels,Equity
523144,,MEDICAPQ,MEDI-CAPS LTD.-$,Active,X ,10.00,INE442D01010,Pharmaceuticals,Equity
523151,,OTCO,OTCO INTERNATIONAL LTD.,Active,X ,2.00,INE910B01028,Consulting Services,Equity
523160,,MORGANITE,MORGANITE CRUCIBLE (INDIA) LTD.,Active,X ,5.00,INE599F01020,Other Industrial Goods,Equity
523164,,SIPIND,SIP INDUSTRIES LTD.,Active,Z ,10.00,INE186B01017,Other Agricultural Products,Equity
523186,,BAPACK,B&A Packaging India Limited,Active,XT,10.00,INE00FM01013,Paper & Paper Products,Equity
523204,,ABAN,ABAN OFFSHORE LTD.,Active,B ,2.00,INE421A01028,Exploration & Production,Equity
523207,,KOKUYOCMLN,KOKUYO CAMLIN LTD.-$,Active,B ,1.00,INE760A01029,Non-Durable Household Prod.,Equity
523222,,SRMENERGY,SRM ENERGY LTD.,Active,X ,10.00,INE173J01018,Electric Utilities,Equity
523229,,BHARATSE,BHARAT SEATS LTD.-$,Active,X ,2.00,INE415D01024,Auto Parts & Equipment,Equity
523232,,CONTPTR,CONTINENTAL PETROLEUMS LTD.,Active,XT,5.00,INE369D01023,Oil Marketing & Distribution,Equity
523242,,NBFOOT,NB FOOTWEAR LTD.,Active,P ,10.00,INE006F01018,Footwear,Equity
523248,,MACPLASQ,MACHINO PLASTICS LTD.-$,Active,X ,10.00,INE082B01018,Plastic Products,Equity
523260,,PEARLPOLY,PEARL POLYMERS LTD.,Active,B ,10.00,INE844A01013,Containers & Packaging,Equity
523261,,VENKYS,VENKY&#39;S (INDIA) LTD.,Active,A ,10.00,INE398A01010,Packaged Foods,Equity
523269,,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,Active,B ,2.00,INE199C01026,Hotels,Equity
523277,,GVFILM,GV FILMS LTD.,Active,X ,1.00,INE395B01048,Movies & Entertainment,Equity
523283,,SUPERHOUSE,SUPERHOUSE LTD.,Active,B ,10.00,INE712B01010,Footwear,Equity
523289,,RAMAVISION,RAMA VISION LTD.,Active,X ,10.00,INE763B01013,Comm.Trading  & Distribution,Equity
523301,,TCPLPACK,TCPL PACKAGING LTD.-$,Active,B ,10.00,INE822C01015,Paper & Paper Products,Equity
523315,,PURITY,PURITY FLEX PACK LTD.,Active,P ,10.00,INE898O01010,Paper & Paper Products,Equity
523319,,BALMLAWRIE,BALMER LAWRIE & CO.LTD.,Active,A ,10.00,INE164A01016,Diversified,Equity
523323,,KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LTD.,Active,X ,10.00,INE177F01017,Healthcare Services,Equity
523329,,ELDEHSG,ELDECO HOUSING & INDUSTRIES LTD.,Active,X ,10.00,INE668G01013,Realty,Equity
523343,,MICROSE,MICROSE INDIA LTD.,Active,XT,10.00,INE809F01015,Finance (including NBFCs),Equity
523351,,STDSHOE,STANDARD SHOE SOLE AND MOULD (INDIA) LTD.,Active,P ,10.00,INE888N01013,Specialty Chemicals,Equity
523367,,DCMSHRIRAM,DCM Shriram Limited,Active,A ,2.00,INE499A01024,Diversified,Equity
523369,,DCMSRMIND,DCM SHRIRAM INDUSTRIES LTD.-$,Active,X ,10.00,INE843D01019,Sugar,Equity
523371,,MAWANASUG,MAWANA SUGARS LTD.,Active,B ,10.00,INE636A01039,Sugar,Equity
523373,,MINID,MINI DIAMONDS (INDIA) LTD.,Active,XT,10.00,INE281E01010,Other Apparels & Accessories,Equity
523384,,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.,Active,T ,10.00,INE843B01013,Finance (including NBFCs),Equity
523385,,NILKAMAL,NILKAMAL LTD.,Active,A ,10.00,INE310A01015,Plastic Products,Equity
523391,,NAHARPOLY,NAHAR POLYFILMS LTD.,Active,B ,5.00,INE308A01027,Textiles,Equity
523395,,3MINDIA,3M INDIA LTD.,Active,A ,10.00,INE470A01017,Diversified,Equity
523398,,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,Active,A ,10.00,INE782A01015,Consumer Electronics,Equity
523405,,JMFINANCIL,JM FINANCIAL LTD.-$,Active,A ,1.00,INE780C01023,Holding Companies,Equity
523411,,ADCINDIA,ADC India Communications Limited-$,Active,X ,10.00,INE833A01016,Telecom Equipment,Equity
523419,,TNTELE,TAMILNADU TELECOMMUNICATIONS LTD.,Active,T ,10.00,INE141D01018,Telecom Cables,Equity
523425,,SUNRAJDI,SUNRAJ DIAMOND EXPORTS LTD.,Active,Z ,10.00,INE459D01014,Other Apparels & Accessories,Equity
523445,,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,Active,A ,10.00,INE046A01015,Construction & Engineering,Equity
523449,,SHARP,SHARP INDIA LTD.,Active,X ,10.00,INE207B01011,Consumer Electronics,Equity
523457,,LINDEINDIA,Linde India Limited,Active,A ,10.00,INE473A01011,Industrial Gases,Equity
523465,,INDBNK,IND BANK HOUSING LTD.,Active,B ,10.00,INE969D01012,Housing Finance ,Equity
523475,,LOTUSCHO,LOTUS CHOCOLATE CO.LTD.,Active,X ,10.00,INE026D01011,Packaged Foods,Equity
523483,,PACIFICI,PACIFIC INDUSTRIES LTD.,Active,X ,10.00,INE883C01025,Construction Materials,Equity
523489,,CMMHOSP,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,Active,XT,10.00,INE889F01017,Healthcare Services,Equity
523519,,UNIOFFICE,UNIVERSAL OFFICE AUTOMATION LTD.,Active,X ,10.00,INE951C01012,Comm.Trading  & Distribution,Equity
523537,,APMIN,APM INDUSTRIES LTD.-$,Active,X ,2.00,INE170D01025,Textiles,Equity
523539,,PRECWIRE,PRECISION WIRES INDIA LTD.,Active,B ,5.00,INE372C01029,Other Industrial Products,Equity
523550,,KRYPTONQ,KRYPTON INDUSTRIES LTD.,Active,X ,10.00,INE951B01014,Diversified,Equity
523566,,MARBU,MARTIN BURN LTD.,Active,X ,10.00,INE199D01016,Realty,Equity
523574,,FEL,Future Enterprises Ltd,Active,B ,2.00,INE623B01027,Department Stores,Equity
523586,,INDTONER,INDIAN TONERS & DEVELOPERS LTD.-$,Active,X ,10.00,INE826B01018,Specialty Chemicals,Equity
523594,,KUNSTOFF,KUNSTSTOFFE INDUSTRIES LTD.,Active,X ,10.00,INE638D01021,Plastic Products,Equity
523598,,SCI,SHIPPING CORPORATION OF INDIA LTD.,Active,A ,10.00,INE109A01011,Shipping,Equity
523606,,SIKA,SIKA INTERPLANT SYSTEMS LTD.,Active,X ,10.00,INE438E01016,Defence,Equity
523610,,ITI,ITI LTD.,Active,A ,10.00,INE248A01017,Telecom Equipment,Equity
523618,,DREDGECORP,DREDGING CORPORATION OF INDIA LTD.,Active,A ,10.00,INE506A01018,Shipping,Equity
523620,,PHRMASI,PHAARMASIA LTD.,Active,XT,10.00,INE486I01016,Pharmaceuticals,Equity
523628,,PODDAR,Poddar Housing and Development Ltd,Active,T ,10.00,INE888B01018,Realty,Equity
523630,,NFL,NATIONAL FERTILIZERS LTD.,Active,A ,10.00,INE870D01012,Fertilizers,Equity
523638,,IPRINGLTD,IP RINGS LTD.-$,Active,X ,10.00,INE558A01019,Auto Parts & Equipment,Equity
523642,,PIIND,PI Industries Ltd,Active,A ,1.00,INE603J01030,Agrochemicals,Equity
523648,,PLASTIBLEN,PLASTIBLENDS INDIA LTD.-$,Active,B ,5.00,INE083C01022,Specialty Chemicals,Equity
523650,,REDEXPR,REDEX PROTECH LTD.,Active,XT,10.00,INE823D01011,Industrial Machinery,Equity
523652,,KKPLASTICK,Kkalpana Plastick Limited,Active,XT,10.00,INE465K01016,Plastic Products,Equity
523660,,WATERBASE,WATERBASE LTD.,Active,A ,10.00,INE054C01015,Other Food Products,Equity
523672,,FLEXFO,FLEX FOODS LTD.-$,Active,X ,10.00,INE954B01018,Other Agricultural Products,Equity
523676,,GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY LTD.,Active,X ,10.00,INE798D01015,Other Apparels & Accessories,Equity
523694,,APCOTEXIND,APCOTEX INDUSTRIES LTD.,Active,A ,2.00,INE116A01032,Other Industrial Goods,Equity
523696,,FORTISMLR,Fortis Malar Hospitals Limited,Active,X ,10.00,INE842B01015,Healthcare Services,Equity
523704,,MASTEK,MASTEK LTD.,Active,A ,5.00,INE759A01021,IT Software Products,Equity
523708,,EIMCOELECO,EIMCO ELECON (INDIA) LTD.,Active,B ,10.00,INE158B01016,Industrial Machinery,Equity
523710,,SAYAJIHOTL,SAYAJI HOTELS LTD.,Active,XT,10.00,INE318C01014,Hotels,Equity
523712,,JMGCORP,JMG CORPORATION LTD.,Active,P ,2.50,INE745F01011,Plastic Products,Equity
523716,,ASHIANA,ASHIANA HOUSING LTD.-$,Active,B ,2.00,INE365D01021,Realty,Equity
523722,,SVAMSOF,SVAM SOFTWARE LTD.,Active,XT,10.00,INE119B01018,IT Software Products,Equity
523732,,ECOBOAR,ECOBOARD INDUSTRIES LTD.,Active,XT,10.00,INE866A01016,Forest Products,Equity
523736,,DVL,Dhunseri Ventures Ltd-$,Active,B ,10.00,INE477B01010,Fibres & Plastics,Equity
523752,,IOSYSTEM,IO SYSTEM LTD.,Active,X ,10.00,INE502D01011,Industrial Machinery,Equity
523754,,MAHEPC,Mahindra EPC Irrigation Ltd,Active,B ,10.00,INE215D01010,Plastic Products,Equity
523756,,SREINFRA,SREI INFRASTRUCTURE FINANCE LTD.,Active,B ,10.00,INE872A01014,Finance (including NBFCs),Equity
523782,,MITSHI,Mitshi India Ltd,Active,X ,10.00,INE844D01017,Comm.Trading  & Distribution,Equity
523790,,SHUKJEW,SHUKRA JEWELLERS LTD.,Active,P ,10.00,INE344E01016,Other Apparels & Accessories,Equity
523792,,MAZDALTD,MAZDA LTD.-$,Active,B ,10.00,INE885E01034,Industrial Machinery,Equity
523796,,VICEROY,VICEROY HOTELS LTD.,Active,T ,10.00,INE048C01017,Hotels,Equity
523826,,SOVERDIA,SOVEREIGN DIAMONDS LTD.,Active,X ,10.00,INE959D01013,Other Apparels & Accessories,Equity
523828,,MENONBE,MENON BEARINGS LTD.-$,Active,B ,1.00,INE071D01033,Auto Parts & Equipment,Equity
523832,,MUKATPIP,MUKAT PIPES LTD.-$,Active,X ,5.00,INE862C01029,Iron & Steel Products,Equity
523836,,GUJRAFIA,GUJARAT RAFFIA INDUSTRIES LTD.,Active,T ,10.00,INE610B01024,Containers & Packaging,Equity
523838,,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.,Active,B ,2.00,INE059B01024,Construction & Engineering,Equity
523840,,INNOVTEC,INNOVATIVE TECH PACK LTD.,Active,X ,1.00,INE965C01038,Containers & Packaging,Equity
523842,,SUPTANERY,Super Tannery Limited,Active,X ,1.00,INE460D01038,Other Apparels & Accessories,Equity
523844,,CONSTRONIC,Constronics Infra Ltd,Active,XT,10.00,INE537B01011,Comm.Trading  & Distribution,Equity
523850,,AXTEL,AXTEL INDUSTRIES LTD.,Active,X ,10.00,INE767C01012,Industrial Machinery,Equity
523862,,PIFL,Pacheli Industrial Finance Ltd,Active,XT,10.00,INE926B01016,Finance (including NBFCs),Equity
523874,,PRECISION,PRECISION CONTAINEURS LTD.,Active,XT,10.00,INE191C01015,Comm.Trading  & Distribution,Equity
523888,,VRWODAR,V R WOODART LTD.,Active,ZP,10.00,INE317D01014,Auto Tyres & Rubber Products,Equity
523896,,APIL,Avi Products India Ltd,Active,XT,10.00,INE316O01021,Comm.Trading  & Distribution,Equity
524000,,MAGMA,MAGMA FINCORP LTD.,Active,A ,2.00,INE511C01022,Finance (including NBFCs),Equity
524013,,HINFLUR,HINDUSTAN FLUOROCARBONS LTD.,Active,T ,10.00,INE806J01013,Fibres & Plastics,Equity
524019,,KINGFA,Kingfa Science & Technology (India) Ltd-$,Active,B ,10.00,INE473D01015,Plastic Products,Equity
524031,,PATIDAR,Patidar Buildcon Limited,Active,X ,10.00,INE637N01014,Realty,Equity
524037,,RAMAPHO,RAMA PHOSPHATES LTD.,Active,X ,10.00,INE809A01024,Fertilizers,Equity
524038,,VENLONENT,VENLON ENTERPRISES LTD.,Active,XT,5.00,INE204D01022,Commodity Chemicals,Equity
524051,,POLYPLEX,POLYPLEX CORPORATION LTD.,Active,A ,10.00,INE633B01018,Commodity Chemicals,Equity
524075,,ALBERTDA,ALBERT DAVID LTD.-$,Active,B ,10.00,INE155C01010,Pharmaceuticals,Equity
524080,,HARLETH,HARYANA LEATHER CHEMICALS LTD.,Active,XT,10.00,INE681F01018,Commodity Chemicals,Equity
524091,,ACRYSIL,ACRYSIL LTD.,Active,B ,2.00,INE482D01024,Plastic Products,Equity
524109,,KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,Active,B ,5.00,INE900B01029,Industrial Machinery,Equity
524129,,VINYLINDIA,VINYL CHEMICALS (INDIA) LTD.,Active,B ,1.00,INE250B01029,Fibres & Plastics,Equity
524136,,PCCOSMA,PEE CEE COSMA SOPE LTD.,Active,X ,10.00,INE417E01010,Household Products,Equity
524156,,TCMLMTD,TCM LTD.,Active,X ,10.00,INE034F01010,Commodity Chemicals,Equity
524164,,IOLCP,IOL CHEMICALS & PHARMACEUTICALS LTD.,Active,A ,10.00,INE485C01011,Pharmaceuticals,Equity
524174,,KESARPE,KESAR PETROPRODUCTS LTD.,Active,XT,1.00,INE133C01033,Commodity Chemicals,Equity
524200,,VINATIORGA,VINATI ORGANICS LTD.-$,Active,A ,1.00,INE410B01037,Commodity Chemicals,Equity
524202,,LACTOSE,LACTOSE (INDIA) LTD.,Active,X ,10.00,INE058I01013,Other Food Products,Equity
524208,,AARTIIND,AARTI INDUSTRIES LTD.,Active,A ,5.00,INE769A01020,Specialty Chemicals,Equity
524210,,PNTKYOR,PENTOKEY ORGANY (INDIA) LTD.,Active,X ,10.00,INE702E01015,Commodity Chemicals,Equity
524212,,WANBURY,WANBURY LTD.,Active,Z ,10.00,INE107F01022,Pharmaceuticals,Equity
524218,,RESONANCE,RESONANCE SPECIALTIES LTD.-$,Active,X ,10.00,INE486D01017,Pharmaceuticals,Equity
524226,,GAEL,GUJARAT AMBUJA EXPORTS LTD.,Active,A ,1.00,INE036B01030,Other Agricultural Products,Equity
524230,,RCF,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,Active,A ,10.00,INE027A01015,Fertilizers,Equity
524280,,KOPRAN,KOPRAN LTD.,Active,B ,10.00,INE082A01010,Pharmaceuticals,Equity
524288,,AIMCOPEST,AIMCO PESTICIDES LTD.,Active,X ,10.00,INE008B01013,Agrochemicals,Equity
524314,,GUJTERC,GUJARAT TERCE LABORATORIES LTD.,Active,X ,10.00,INE499G01013,Pharmaceuticals,Equity
524324,,SEYAIND,SEYA INDUSTRIES LTD.,Active,B ,10.00,INE573R01012,Specialty Chemicals,Equity
524330,,JAYAGROGN,JAYANT AGRO-ORGANICS LTD.,Active,B ,5.00,INE785A01026,Specialty Chemicals,Equity
524332,,BCLIL,BCL Industries Ltd-$,Active,X ,10.00,INE412G01016,Edible Oils,Equity
524336,,SHHARICH,SHREE HARI CHEMICALS EXPORT LTD.,Active,X ,10.00,INE065E01017,Commodity Chemicals,Equity
524342,,INDOBORAX,INDO BORAX & CHEMICALS LTD.-$,Active,X ,10.00,INE803D01013,Commodity Chemicals,Equity
524348,,AARTIDRUGS,AARTI DRUGS LTD.,Active,A ,10.00,INE767A01016,Pharmaceuticals,Equity
524370,,BODALCHEM,BODAL CHEMICALS LTD.,Active,A ,2.00,INE338D01028,Specialty Chemicals,Equity
524372,,ORCHIDPHAR,Orchid Pharma Ltd,Active,T ,10.00,INE191A01027,Pharmaceuticals,Equity
524394,,VIMTALABS,VIMTA LABS LTD.-$,Active,B ,2.00,INE579C01029,Healthcare Services,Equity
524396,,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,Active,B ,10.00,INE829A01014,Pharmaceuticals,Equity
524400,,ISHITADR,ISHITA DRUGS & INDUSTRIES LTD.,Active,X ,10.00,INE806D01016,Pharmaceuticals,Equity
524404,,MARKSANS,MARKSANS PHARMA LTD.,Active,A ,1.00,INE750C01026,Pharmaceuticals,Equity
524408,,UNIVSTAR,UNIVERSAL STARCH-CHEM ALLIED LTD.,Active,XT,10.00,INE113E01015,Commodity Chemicals,Equity
524412,,AREYDRG,AAREY DRUGS & PHARMACEUTICALS LTD.,Active,X ,10.00,INE198H01019,Pharmaceuticals,Equity
524414,,NORRIS,NORRIS MEDICINES LTD.,Active,X ,10.00,INE744C01029,Comm.Trading  & Distribution,Equity
524434,,ASINPET,ASIAN PETROPRODUCTS & EXPORTS LTD.,Active,XT,10.00,INE810M01019,Commodity Chemicals,Equity
524440,,CAMEXLTD,CAMEX LTD.,Active,X ,10.00,INE198C01010,Commodity Chemicals,Equity
524444,,EVEXIA,Evexia Lifecare Ltd,Active,X ,10.00,INE313M01014,Edible Oils,Equity
524458,,INDOEURO,INDO EURO INDCHEM LTD.,Active,XT,10.00,INE319N01019,Specialty Chemicals,Equity
524470,,SYNCOMF,SYNCOM FORMULATIONS (INDIA) LTD.-$,Active,X ,1.00,INE312C01025,Pharmaceuticals,Equity
524480,,RIDDHI,RIDDHI SIDDHI GLUCO BIOLS LTD.-$,Active,X ,10.00,INE249D01019,Commodity Chemicals,Equity
524488,,SVCIND,SVC INDUSTRIES Ltd,Active,XT,10.00,INE038B01010,Commodity Chemicals,Equity
